population_group_name,measure_name,location_name,cause_name,metric_name,year,val,upper,lower
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Venomous animal contact,Percent,2023,0.002350243,0.003686242,0.00144232
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Non-venomous animal contact,Number,2023,184366.1455,361265.0745,81230.612
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Non-venomous animal contact,Percent,2023,0.000539322,0.001050415,0.000233557
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body,Number,2023,1046190.517,1555631.32,609786.6503
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body,Percent,2023,0.003059916,0.004576474,0.001765583
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Pulmonary aspiration and foreign body in airway,Number,2023,922293.6466,1421695.332,494478.1831
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Pulmonary aspiration and foreign body in airway,Percent,2023,0.002698656,0.004213402,0.001482703
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body in eyes,Number,2023,15367.6168,28024.23121,6923.393578
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body in eyes,Percent,2023,4.47E-05,7.88E-05,2.10E-05
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body in other body part,Number,2023,108529.2531,152853.671,75880.85958
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Foreign body in other body part,Percent,2023,0.000316532,0.000449257,0.000231731
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other unintentional injuries,Number,2023,1256141.9,1942389.088,818063.4507
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other unintentional injuries,Percent,2023,0.003671056,0.005614408,0.002367819
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm and interpersonal violence,Number,2023,11605514.65,13524903.71,9895895.006
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm and interpersonal violence,Percent,2023,0.033926453,0.039480035,0.029292546
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm,Number,2023,2591982.461,3624193.699,1763636.873
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm,Percent,2023,0.007581173,0.01051023,0.00519295
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm by firearm,Number,2023,206597.871,415010.6888,85878.62306
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Self-harm by firearm,Percent,2023,0.000604236,0.00121487,0.000250734
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Interpersonal violence,Number,2023,4004962.953,5346921.071,3087111.18
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Interpersonal violence,Percent,2023,0.01170955,0.015535932,0.00876813
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by firearm,Number,2023,884316.6276,1387143.412,540643.0044
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by firearm,Percent,2023,0.002584596,0.004051969,0.001511175
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by sharp object,Number,2023,908096.6639,1349232.783,477707.5667
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by sharp object,Percent,2023,0.002656185,0.004099033,0.001429961
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by other means,Number,2023,2010914.812,2750649.974,1341912.414
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Physical violence by other means,Percent,2023,0.005879135,0.008087617,0.003901929
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Exposure to forces of nature,Number,2023,887363.6554,986467.293,808082.3276
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Exposure to forces of nature,Percent,2023,0.002595156,0.002910802,0.002353706
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Physical violence by other means,Number,2023,1229275.536,1403256.147,1105003.771
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Physical violence by other means,Percent,2023,0.002577084,0.002784539,0.002402986
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Exposure to forces of nature,Number,2023,20048.94881,25207.92215,16354.81195
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Exposure to forces of nature,Percent,2023,4.21E-05,5.29E-05,3.39E-05
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Environmental heat and cold exposure,Number,2023,2193362.929,2358678.257,2025321.162
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Environmental heat and cold exposure,Percent,2023,0.004606192,0.005166685,0.004154593
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Police conflict and executions,Number,2023,103540.2292,121218.8454,87393.05858
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Police conflict and executions,Percent,2023,0.000217396,0.000259094,0.00018251
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Unintentional injuries,Number,2023,55362173.42,68055650.43,45341390.45
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Unintentional injuries,Percent,2023,0.064692764,0.073068176,0.056466983
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Falls,Number,2023,30968255.11,40529327.64,23866104.26
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Falls,Percent,2023,0.036126981,0.043310686,0.030161969
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Self-harm by other specified means,Number,2023,7289270.065,7649655.72,6978023.91
All Population,DALYs (Disability-Adjusted Life Years),World Bank High Income,Self-harm by other specified means,Percent,2023,0.015319954,0.01714949,0.013673016
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Injuries,Number,2023,103770174.9,119748108.3,91582613.15
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Injuries,Percent,2023,0.121474108,0.129111613,0.114101702
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Transport injuries,Number,2023,23855505.46,27547722.7,20667265.75
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Transport injuries,Percent,2023,0.027971054,0.031606993,0.024426892
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Road injuries,Number,2023,22756113.96,26228541.07,19471796.56
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Road injuries,Percent,2023,0.026683127,0.030376182,0.023043933
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Pedestrian road injuries,Number,2023,5869545.301,7157181.34,4812638.222
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Pedestrian road injuries,Percent,2023,0.006882287,0.008573254,0.005697945
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Cyclist road injuries,Number,2023,2072090.229,2620358.59,1549990.784
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Cyclist road injuries,Percent,2023,0.002426064,0.002988115,0.001871042
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Motorcyclist road injuries,Number,2023,6290206.032,7450662.416,5043862.521
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Motorcyclist road injuries,Percent,2023,0.007373827,0.008688314,0.00594268
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Motor vehicle road injuries,Number,2023,8074042.092,9501974.082,6622006.862
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Motor vehicle road injuries,Percent,2023,0.009474271,0.01137215,0.00782052
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other road injuries,Number,2023,450230.3038,561905.3326,359534.8628
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other road injuries,Percent,2023,0.000526677,0.000626114,0.000448976
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other transport injuries,Number,2023,1099391.5,1426893.968,877794.9863
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other transport injuries,Percent,2023,0.001287926,0.00167987,0.001047519
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Foreign body in eyes,Number,2023,84722.80193,145091.3793,40648.37862
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Foreign body in eyes,Percent,2023,7.50E-05,0.000126036,3.73E-05
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Foreign body in other body part,Number,2023,270021.0513,369082.2678,194560.8425
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Foreign body in other body part,Percent,2023,0.000239677,0.000313498,0.000183606
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Other unintentional injuries,Number,2023,3581421.99,5113954.861,2348733.979
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Other unintentional injuries,Percent,2023,0.003183277,0.004494676,0.002183371
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm and interpersonal violence,Number,2023,28417628.29,32860503.33,24401339.11
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm and interpersonal violence,Percent,2023,0.025337982,0.029713713,0.021500871
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm,Number,2023,15514133.25,18782064.71,12164009.37
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm,Percent,2023,0.013837743,0.016988659,0.010795522
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm by firearm,Number,2023,948137.0876,1637615.165,461705.6981
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm by firearm,Percent,2023,0.000845869,0.001488317,0.000406736
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Interpersonal violence,Number,2023,9395616.968,12068965.53,7725610.178
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Interpersonal violence,Percent,2023,0.008372662,0.0107961,0.006828122
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by firearm,Number,2023,2072140.518,2798807.432,1497282.392
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by firearm,Percent,2023,0.001847446,0.002540666,0.001335954
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by sharp object,Number,2023,1783745.34,2739662.411,1154131.977
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by sharp object,Percent,2023,0.001589898,0.002447601,0.001041989
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by other means,Number,2023,4742919.688,6361271.031,3631523.605
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Physical violence by other means,Percent,2023,0.004224846,0.005439969,0.003270457
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Exposure to forces of nature,Number,2023,633673.8905,785728.6982,531719.9529
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Exposure to forces of nature,Percent,2023,0.000564507,0.000682016,0.000477933
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Environmental heat and cold exposure,Number,2023,394482.8693,655657.3847,190185.604
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Environmental heat and cold exposure,Percent,2023,0.000351472,0.000588694,0.000168425
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm by other specified means,Number,2023,14565996.17,17783760.54,11373511.32
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Self-harm by other specified means,Percent,2023,0.012991874,0.016115038,0.009922402
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Drowning,Number,2023,4021191.875,4584207.633,3400442.366
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Drowning,Percent,2023,0.004724088,0.005613103,0.003854926
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,"Fire, heat, and hot substances",Number,2023,2212153.268,2795917.744,1831294.989
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,"Fire, heat, and hot substances",Percent,2023,0.002587517,0.003044379,0.002201791
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisonings,Number,2023,1151600.244,1350686.715,960774.6763
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisonings,Percent,2023,0.001350988,0.001579729,0.001134953
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisoning by carbon monoxide,Number,2023,623072.1114,790315.0022,483299.2557
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisoning by carbon monoxide,Percent,2023,0.000731075,0.00092033,0.000558854
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisoning by other means,Number,2023,528528.133,678032.976,356801.9654
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Poisoning by other means,Percent,2023,0.000619913,0.000792114,0.000428477
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Exposure to mechanical forces,Number,2023,3938215.427,4962319.694,3039370.575
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Exposure to mechanical forces,Percent,2023,0.004604323,0.005472935,0.003685157
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Unintentional firearm injuries,Number,2023,512231.563,650704.3008,414249.9108
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Unintentional firearm injuries,Percent,2023,0.000599908,0.000747272,0.000496007
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other exposure to mechanical forces,Number,2023,3425983.864,4396585.902,2602822.528
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other exposure to mechanical forces,Percent,2023,0.004004415,0.004850252,0.003133957
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Adverse effects of medical treatment,Number,2023,607791.092,702683.6748,531037.6682
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Adverse effects of medical treatment,Percent,2023,0.000713617,0.000856481,0.000618036
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Animal contact,Number,2023,415878.7366,530931.4856,327208.5059
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Animal contact,Percent,2023,0.000486859,0.00061275,0.000394149
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Venomous animal contact,Number,2023,229960.4107,291769.6806,180805.5438
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Venomous animal contact,Percent,2023,0.000269396,0.000346636,0.000210491
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Non-venomous animal contact,Number,2023,185918.3259,242763.9773,138382.4848
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Non-venomous animal contact,Percent,2023,0.000217463,0.00027353,0.000168577
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body,Number,2023,2154426.81,2642356.837,1717780.078
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body,Percent,2023,0.002527862,0.003186349,0.001975073
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Pulmonary aspiration and foreign body in airway,Number,2023,1800339.15,2269910.453,1394824.23
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Pulmonary aspiration and foreign body in airway,Percent,2023,0.002115213,0.002754919,0.001592483
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body in eyes,Number,2023,151466.7127,268673.4861,74395.91279
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body in eyes,Percent,2023,0.00017622,0.00030293,8.80E-05
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body in other body part,Number,2023,202620.9468,264499.6856,146099.2701
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Foreign body in other body part,Percent,2023,0.000236429,0.000301844,0.000187016
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other unintentional injuries,Number,2023,5214504.155,7428529.819,3686900.978
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Other unintentional injuries,Percent,2023,0.006077827,0.007959949,0.004688313
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Self-harm and interpersonal violence,Number,2023,24552495.99,26234141.66,22820187.3
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Self-harm and interpersonal violence,Percent,2023,0.02881029,0.031787282,0.026015521
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Self-harm,Number,2023,8440309.956,9670978.648,7619602.347
All Population,DALYs (Disability-Adjusted Life Years),World Bank Upper Middle Income,Self-harm,Percent,2023,0.009910209,0.011816829,0.008621024
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Police conflict and executions,Number,2023,267407.5079,401156.2543,175084.0815
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Police conflict and executions,Percent,2023,0.000238112,0.000354023,0.000158093
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Electrocution,Number,2023,1056679.85,1510531.106,605360.1865
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Electrocution,Percent,2023,0.00094308,0.00136273,0.000530832
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Conflict and terrorism,Number,2023,3240470.559,4564549.78,2457801.96
All Population,DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Conflict and terrorism,Percent,2023,0.002889465,0.004056374,0.002176845
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Injuries,Number,2023,43061761.72,48535060.87,37068045.87
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Injuries,Percent,2023,0.125896385,0.142977813,0.10822818
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Transport injuries,Number,2023,15285600.13,19528016.93,11104735.38
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Transport injuries,Percent,2023,0.044685961,0.058200103,0.032864211
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Road injuries,Number,2023,14805426.26,19118929.83,10739935.43
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Road injuries,Percent,2023,0.0432825,0.05639274,0.031484145
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Pedestrian road injuries,Number,2023,5368202.742,7965197.824,3421281.819
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Pedestrian road injuries,Percent,2023,0.015688184,0.023263824,0.009904173
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Cyclist road injuries,Number,2023,493122.8264,968422.7613,258341.9385
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Cyclist road injuries,Percent,2023,0.001441271,0.00277933,0.000772988
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Motorcyclist road injuries,Number,2023,1669219.469,2518082.168,966225.3513
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Motorcyclist road injuries,Percent,2023,0.004875194,0.007347987,0.002885767
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Motor vehicle road injuries,Number,2023,7062187.308,9784831.414,4846127.039
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Motor vehicle road injuries,Percent,2023,0.02065667,0.028423105,0.014313822
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other road injuries,Number,2023,212693.9141,332092.9583,124452.2763
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other road injuries,Percent,2023,0.000621181,0.000974283,0.000361812
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other transport injuries,Number,2023,480173.8748,717761.6429,297409.8474
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other transport injuries,Percent,2023,0.001403461,0.002074065,0.000876448
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Unintentional injuries,Number,2023,16170646.94,19241552.74,13285895.02
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Unintentional injuries,Percent,2023,0.04728397,0.05584676,0.038873859
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Falls,Number,2023,3011894.504,3857656.502,2334447.531
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Falls,Percent,2023,0.008795937,0.011139318,0.006886378
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Drowning,Number,2023,3340434.229,4801529.714,2214312.673
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Drowning,Percent,2023,0.009777471,0.014467426,0.006528773
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,"Fire, heat, and hot substances",Number,2023,2349388.578,3631676.531,1481689.784
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,"Fire, heat, and hot substances",Percent,2023,0.006868281,0.010664529,0.004308475
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisonings,Number,2023,750984.536,1235069.348,440501.6352
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisonings,Percent,2023,0.002195331,0.003637811,0.00129818
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisoning by carbon monoxide,Number,2023,109228.9769,206173.2661,55987.9951
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisoning by carbon monoxide,Percent,2023,0.000319015,0.000584743,0.000162366
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisoning by other means,Number,2023,641755.5591,1089191.565,371188.8528
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Poisoning by other means,Percent,2023,0.001876316,0.003105558,0.001074269
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Exposure to mechanical forces,Number,2023,1329000.229,2294298.193,901908.842
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Exposure to mechanical forces,Percent,2023,0.003887759,0.006778751,0.002686019
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Unintentional firearm injuries,Number,2023,262696.4571,575171.16,118428.7527
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Unintentional firearm injuries,Percent,2023,0.00076913,0.001713779,0.000356512
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other exposure to mechanical forces,Number,2023,1066303.772,1741781.268,684780.067
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Other exposure to mechanical forces,Percent,2023,0.003118629,0.00501583,0.002008696
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Adverse effects of medical treatment,Number,2023,609401.8742,974424.7153,392640.227
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Adverse effects of medical treatment,Percent,2023,0.00178161,0.00281922,0.0011752
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Animal contact,Number,2023,987712.8643,1501213.569,598036.9552
All Population,DALYs (Disability-Adjusted Life Years),World Bank Low Income,Animal contact,Percent,2023,0.002889565,0.004451503,0.001779671
All Population,YLDs (Years Lived with Disability),Global,Injuries,Number,2023,94886890.9,127017014.4,70222128.41
All Population,YLDs (Years Lived with Disability),Global,Injuries,Percent,2023,0.095795813,0.106981788,0.083250498
All Population,YLDs (Years Lived with Disability),Belgium,Environmental heat and cold exposure,Number,2023,7013.764641,10657.24276,4682.165078
All Population,YLDs (Years Lived with Disability),Belgium,Environmental heat and cold exposure,Percent,2023,0.004088356,0.005168191,0.003035406
All Population,YLDs (Years Lived with Disability),Belgium,Police conflict and executions,Number,2023,2.363999557,3.821117748,1.387780722
All Population,YLDs (Years Lived with Disability),Belgium,Police conflict and executions,Percent,2023,1.40E-06,2.15E-06,7.89E-07
All Population,YLDs (Years Lived with Disability),Belgium,Electrocution,Number,2023,105.3162467,167.2369399,63.00277207
All Population,YLDs (Years Lived with Disability),Belgium,Electrocution,Percent,2023,6.15E-05,8.63E-05,4.12E-05
All Population,YLDs (Years Lived with Disability),Belgium,Conflict and terrorism,Number,2023,56.81771709,82.8104552,37.78327454
All Population,YLDs (Years Lived with Disability),Belgium,Conflict and terrorism,Percent,2023,3.36E-05,5.04E-05,2.06E-05
All Population,YLDs (Years Lived with Disability),Belgium,Self-harm by other specified means,Number,2023,1272.125477,1704.203328,919.7938563
All Population,YLDs (Years Lived with Disability),Belgium,Self-harm by other specified means,Percent,2023,0.000742177,0.000856188,0.000642649
All Population,YLDs (Years Lived with Disability),Global,Environmental heat and cold exposure,Number,2023,516261.2213,736297.3152,361326.2774
All Population,YLDs (Years Lived with Disability),Global,Environmental heat and cold exposure,Percent,2023,0.000520488,0.000619437,0.000433794
All Population,YLDs (Years Lived with Disability),Belgium,Injuries,Number,2023,243916.818,336484.7999,172511.561
All Population,YLDs (Years Lived with Disability),Belgium,Injuries,Percent,2023,0.142329038,0.164395528,0.121488636
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Self-harm by firearm,Number,2023,18227.90564,24674.35105,13365.35652
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Self-harm by firearm,Percent,2023,5.23E-05,6.31E-05,4.34E-05
All Population,YLDs (Years Lived with Disability),Global,Non-venomous animal contact,Number,2023,405245.145,614957.128,265992.4271
All Population,YLDs (Years Lived with Disability),Global,Non-venomous animal contact,Percent,2023,0.000408656,0.000558969,0.000303769
All Population,YLDs (Years Lived with Disability),Global,Foreign body,Number,2023,1063758.56,1502303.041,708355.0368
All Population,YLDs (Years Lived with Disability),Global,Foreign body,Percent,2023,0.001072649,0.001289569,0.000853892
All Population,YLDs (Years Lived with Disability),Global,Pulmonary aspiration and foreign body in airway,Number,2023,102418.3478,136203.6484,72590.42867
All Population,YLDs (Years Lived with Disability),Global,Pulmonary aspiration and foreign body in airway,Percent,2023,0.000103433,0.000120628,8.86E-05
All Population,YLDs (Years Lived with Disability),Global,Foreign body in eyes,Number,2023,350776.4032,603769.325,180610.4453
All Population,YLDs (Years Lived with Disability),Global,Foreign body in eyes,Percent,2023,0.000352872,0.000557154,0.000202901
All Population,YLDs (Years Lived with Disability),Global,Foreign body in other body part,Number,2023,610563.809,840534.8694,422656.0098
All Population,YLDs (Years Lived with Disability),Global,Foreign body in other body part,Percent,2023,0.000616344,0.000739559,0.000501157
All Population,YLDs (Years Lived with Disability),Global,Other unintentional injuries,Number,2023,9373351.504,13641799.58,6365122.738
All Population,YLDs (Years Lived with Disability),Global,Other unintentional injuries,Percent,2023,0.009441845,0.012032872,0.007255673
All Population,YLDs (Years Lived with Disability),World Bank High Income,Injuries,Number,2023,26086569.8,35825868.59,18889244.53
All Population,YLDs (Years Lived with Disability),World Bank High Income,Injuries,Percent,2023,0.121273244,0.141049509,0.102967607
All Population,YLDs (Years Lived with Disability),World Bank High Income,Adverse effects of medical treatment,Number,2023,78666.81438,123674.4111,50043.75028
All Population,YLDs (Years Lived with Disability),World Bank High Income,Adverse effects of medical treatment,Percent,2023,0.000365208,0.00048336,0.000263194
All Population,YLDs (Years Lived with Disability),World Bank High Income,Animal contact,Number,2023,119545.4876,188216.4157,75329.03003
All Population,YLDs (Years Lived with Disability),World Bank High Income,Animal contact,Percent,2023,0.000555437,0.000770482,0.000406578
