population_group_name,measure_name,location_name,cause_name,metric_name,year,val,upper,lower
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Physical violence by sharp object,Number,2023,515820.0406,700648.5169,373394.0253
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Physical violence by sharp object,Percent,2023,0.001455221,0.001712197,0.001261143
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Physical violence by other means,Number,2023,1338940.329,1821482.09,984114.8582
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Physical violence by other means,Percent,2023,0.003774222,0.004301931,0.003285477
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Exposure to forces of nature,Number,2023,184258.0568,256181.0111,123672.1516
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Exposure to forces of nature,Percent,2023,0.000523372,0.000704774,0.000370884
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Environmental heat and cold exposure,Number,2023,152072.4744,216446.8719,105801.274
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Environmental heat and cold exposure,Percent,2023,0.00042842,0.00051053,0.000350554
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Police conflict and executions,Number,2023,237689.4765,345411.1132,159290.1892
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Police conflict and executions,Percent,2023,0.000678014,0.001009627,0.000435065
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Electrocution,Number,2023,39219.15649,56617.299,26361.59047
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Electrocution,Percent,2023,0.000110568,0.000146856,8.25E-05
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm by other specified means,Number,2023,261576.5452,342194.4382,191988.8828
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm by other specified means,Percent,2023,0.000737647,0.000826144,0.000665223
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Injuries,Number,2023,21133094.81,27614338.46,16221306.84
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Injuries,Percent,2023,0.060669278,0.066399223,0.054417658
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Transport injuries,Number,2023,2182961.52,2859944.491,1605607.543
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Transport injuries,Percent,2023,0.006258412,0.006735407,0.005727265
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Road injuries,Number,2023,2004477.327,2624422.913,1471018.202
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Road injuries,Percent,2023,0.005746468,0.006211058,0.005238418
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Pedestrian road injuries,Number,2023,453010.2518,603613.1946,325522.4266
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Pedestrian road injuries,Percent,2023,0.001298285,0.001456631,0.001151993
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Cyclist road injuries,Number,2023,270786.6616,360255.1634,193469.4509
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Cyclist road injuries,Percent,2023,0.000776124,0.000878307,0.000679339
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Motorcyclist road injuries,Number,2023,495337.0824,650621.8438,353216.0834
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Motorcyclist road injuries,Percent,2023,0.001420574,0.001614679,0.001237553
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Motor vehicle road injuries,Number,2023,672133.2647,882084.9149,469902.4852
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Motor vehicle road injuries,Percent,2023,0.001926744,0.002145009,0.001687362
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Other road injuries,Number,2023,113210.0662,149640.2935,80174.25967
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Other road injuries,Percent,2023,0.000324742,0.000379289,0.000287829
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Other transport injuries,Number,2023,178484.1937,236225.3124,132133.6172
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Other transport injuries,Percent,2023,0.000511944,0.000590948,0.000453647
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Unintentional injuries,Number,2023,15938030.42,21250138.28,11682308.66
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Unintentional injuries,Percent,2023,0.045709711,0.05099834,0.040122475
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Foreign body in other body part,Number,2023,85536.83843,117826.3146,60370.70769
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Foreign body in other body part,Percent,2023,0.001194895,0.001451129,0.000974873
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other unintentional injuries,Number,2023,451815.6502,643135.1126,315916.8581
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other unintentional injuries,Percent,2023,0.006296484,0.007885383,0.005005797
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm and interpersonal violence,Number,2023,2613457.264,3650097.242,1912641.4
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm and interpersonal violence,Percent,2023,0.036788506,0.049957277,0.025883002
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm,Number,2023,36734.96473,47150.90623,26956.40056
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm,Percent,2023,0.000513363,0.000575564,0.000453575
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm by firearm,Number,2023,2775.711927,3707.237414,2052.399375
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm by firearm,Percent,2023,3.88E-05,4.60E-05,3.26E-05
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Interpersonal violence,Number,2023,499534.9314,614049.1947,386972.1307
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Interpersonal violence,Percent,2023,0.007028348,0.008429692,0.005746364
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by firearm,Number,2023,13059.90417,17221.34117,9811.689932
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by firearm,Percent,2023,0.000182827,0.000214483,0.000159115
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by sharp object,Number,2023,57548.80149,77794.35483,42534.73477
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by sharp object,Percent,2023,0.000804538,0.000949981,0.000694636
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by other means,Number,2023,227291.3766,299810.9615,169297.7339
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Physical violence by other means,Percent,2023,0.00317407,0.003571439,0.002834014
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Exposure to forces of nature,Number,2023,46605.03599,75604.09784,23416.32748
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Exposure to forces of nature,Percent,2023,0.000655303,0.001075308,0.000339305
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Environmental heat and cold exposure,Number,2023,22164.6633,30407.75282,15887.29619
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Environmental heat and cold exposure,Percent,2023,0.000309468,0.000353827,0.000268028
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm by other specified means,Number,2023,33959.2528,43857.23352,24813.26172
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Self-harm by other specified means,Percent,2023,0.000474531,0.000532138,0.000418059
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Interpersonal violence,Number,2023,1917357.688,2353892.29,1488973.165
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Interpersonal violence,Percent,2023,0.005541363,0.006667404,0.004544276
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by firearm,Number,2023,52359.14701,67975.74466,39478.68779
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by firearm,Percent,2023,0.000150499,0.000170884,0.000132624
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by sharp object,Number,2023,222911.3975,293368.1765,161788.0274
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by sharp object,Percent,2023,0.000639866,0.000737532,0.000561973
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by other means,Number,2023,845275.7212,1121171.798,625155.4031
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Physical violence by other means,Percent,2023,0.002424105,0.00272994,0.002142109
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Exposure to forces of nature,Number,2023,270730.9614,393960.6101,181383.781
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Exposure to forces of nature,Percent,2023,0.000782873,0.001160482,0.000540962
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Environmental heat and cold exposure,Number,2023,117698.9369,159749.0726,84968.27551
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Environmental heat and cold exposure,Percent,2023,0.000337435,0.000386858,0.000290294
All Population,YLDs (Years Lived with Disability),World Bank High Income,Environmental heat and cold exposure,Number,2023,223737.4563,334975.126,156959.3595
All Population,YLDs (Years Lived with Disability),World Bank High Income,Environmental heat and cold exposure,Percent,2023,0.001039237,0.001294789,0.000811514
All Population,YLDs (Years Lived with Disability),World Bank High Income,Police conflict and executions,Number,2023,32476.76364,47863.3336,21843.66362
All Population,YLDs (Years Lived with Disability),World Bank High Income,Police conflict and executions,Percent,2023,0.000152961,0.000221065,0.000100903
All Population,YLDs (Years Lived with Disability),World Bank High Income,Electrocution,Number,2023,18812.90231,29638.95983,11490.70102
All Population,YLDs (Years Lived with Disability),World Bank High Income,Electrocution,Percent,2023,8.75E-05,0.000123288,6.00E-05
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Police conflict and executions,Number,2023,185977.0242,312269.5462,113959.6462
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Police conflict and executions,Percent,2023,0.000539733,0.000861336,0.000305204
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Self-harm by other specified means,Number,2023,331676.9554,435448.4479,244816.578
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Self-harm by other specified means,Percent,2023,0.000951726,0.001064683,0.00083578
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Injuries,Number,2023,5587605.966,7358974.171,4278407.642
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Injuries,Percent,2023,0.078312259,0.092270469,0.066774296
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Transport injuries,Number,2023,473118.1465,618103.9098,348692.4399
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Transport injuries,Percent,2023,0.006603901,0.007070532,0.00607472
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Road injuries,Number,2023,442995.5809,577561.2892,326586.831
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Road injuries,Percent,2023,0.006183173,0.006629866,0.005690828
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Pedestrian road injuries,Number,2023,126459.4585,166894.6127,91557.14668
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Pedestrian road injuries,Percent,2023,0.001764535,0.00194987,0.00158173
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Cyclist road injuries,Number,2023,41181.47046,54695.54567,29359.4673
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Cyclist road injuries,Percent,2023,0.000574548,0.000648856,0.000507315
All Population,YLDs (Years Lived with Disability),Global,Transport injuries,Number,2023,9302352.613,12230935.93,6828267.071
All Population,YLDs (Years Lived with Disability),Global,Transport injuries,Percent,2023,0.009383967,0.010131075,0.00850609
All Population,YLDs (Years Lived with Disability),Global,Road injuries,Number,2023,8562899.685,11196230.88,6254647.942
All Population,YLDs (Years Lived with Disability),Global,Road injuries,Percent,2023,0.008637969,0.009315849,0.007811777
All Population,YLDs (Years Lived with Disability),Global,Pedestrian road injuries,Number,2023,2164488.723,2886905.172,1555572.813
All Population,YLDs (Years Lived with Disability),Global,Pedestrian road injuries,Percent,2023,0.00218279,0.002465943,0.001924371
All Population,YLDs (Years Lived with Disability),Global,Cyclist road injuries,Number,2023,1296885.11,1773157.508,903320.2066
All Population,YLDs (Years Lived with Disability),Global,Cyclist road injuries,Percent,2023,0.001307913,0.00149977,0.00111806
All Population,YLDs (Years Lived with Disability),Global,Motorcyclist road injuries,Number,2023,1700067.198,2264767.333,1209714.127
All Population,YLDs (Years Lived with Disability),Global,Motorcyclist road injuries,Percent,2023,0.00171545,0.001968956,0.001489488
All Population,YLDs (Years Lived with Disability),Global,Motor vehicle road injuries,Number,2023,2979429.14,3949698.729,2086860.542
All Population,YLDs (Years Lived with Disability),Global,Motor vehicle road injuries,Percent,2023,0.00300585,0.003403216,0.002621584
All Population,YLDs (Years Lived with Disability),Global,Other road injuries,Number,2023,422029.5142,558402.8616,299361.3768
All Population,YLDs (Years Lived with Disability),Global,Other road injuries,Percent,2023,0.000425965,0.000493498,0.000378253
All Population,YLDs (Years Lived with Disability),Global,Other transport injuries,Number,2023,739452.9278,1012388.721,543031.9451
All Population,YLDs (Years Lived with Disability),Global,Other transport injuries,Percent,2023,0.000745998,0.000878592,0.000650993
All Population,YLDs (Years Lived with Disability),Global,Unintentional injuries,Number,2023,74699434.66,101699401.2,53776769.77
All Population,YLDs (Years Lived with Disability),Global,Unintentional injuries,Percent,2023,0.075350963,0.086047425,0.064468748
All Population,YLDs (Years Lived with Disability),Global,Falls,Number,2023,53137923.19,72195807.34,38370477.32
All Population,YLDs (Years Lived with Disability),Global,Falls,Percent,2023,0.053613528,0.060881824,0.046497318
All Population,YLDs (Years Lived with Disability),Global,Drowning,Number,2023,103081.0416,138829.6975,72705.66248
All Population,YLDs (Years Lived with Disability),Global,Drowning,Percent,2023,0.000103931,0.00011829,8.97E-05
All Population,YLDs (Years Lived with Disability),Global,"Fire, heat, and hot substances",Number,2023,3236364.852,4662836.207,2230462.743
All Population,YLDs (Years Lived with Disability),Global,"Fire, heat, and hot substances",Percent,2023,0.003264745,0.004021149,0.002632395
All Population,YLDs (Years Lived with Disability),Global,Poisonings,Number,2023,347723.9985,478734.3423,231340.7833
All Population,YLDs (Years Lived with Disability),Global,Poisonings,Percent,2023,0.000350632,0.000430544,0.00029
All Population,YLDs (Years Lived with Disability),Global,Poisoning by carbon monoxide,Number,2023,55078.56542,74423.46099,37533.58869
All Population,YLDs (Years Lived with Disability),Global,Poisoning by carbon monoxide,Percent,2023,5.55E-05,6.78E-05,4.55E-05
All Population,YLDs (Years Lived with Disability),Global,Poisoning by other means,Number,2023,292645.4331,404682.4539,192097.8997
All Population,YLDs (Years Lived with Disability),Global,Poisoning by other means,Percent,2023,0.000295105,0.000371265,0.000238955
All Population,YLDs (Years Lived with Disability),Global,Exposure to mechanical forces,Number,2023,5538320.561,7912115.958,3833820.528
All Population,YLDs (Years Lived with Disability),Global,Exposure to mechanical forces,Percent,2023,0.005584933,0.007142975,0.004470358
All Population,YLDs (Years Lived with Disability),Global,Unintentional firearm injuries,Number,2023,331129.9133,445052.4633,250763.0317
All Population,YLDs (Years Lived with Disability),Global,Unintentional firearm injuries,Percent,2023,0.000334194,0.000384594,0.00029589
All Population,YLDs (Years Lived with Disability),Global,Other exposure to mechanical forces,Number,2023,5207190.648,7549776.804,3567339.769
All Population,YLDs (Years Lived with Disability),Global,Other exposure to mechanical forces,Percent,2023,0.00525074,0.006823656,0.004169157
All Population,YLDs (Years Lived with Disability),Global,Adverse effects of medical treatment,Number,2023,132923.9313,203740.3969,87956.62756
All Population,YLDs (Years Lived with Disability),Global,Adverse effects of medical treatment,Percent,2023,0.000133913,0.000175864,9.87E-05
All Population,YLDs (Years Lived with Disability),Global,Animal contact,Number,2023,633218.6374,927707.106,430350.3975
All Population,YLDs (Years Lived with Disability),Global,Animal contact,Percent,2023,0.000638056,0.000790927,0.000517703
All Population,YLDs (Years Lived with Disability),Global,Venomous animal contact,Number,2023,227973.4925,318624.5947,150515.9406
All Population,YLDs (Years Lived with Disability),Global,Venomous animal contact,Percent,2023,0.0002294,0.000274638,0.000191362
All Population,YLDs (Years Lived with Disability),World Bank High Income,Conflict and terrorism,Number,2023,200326.6876,318356.3825,120727.227
All Population,YLDs (Years Lived with Disability),World Bank High Income,Conflict and terrorism,Percent,2023,0.000936855,0.001421651,0.000587219
All Population,YLDs (Years Lived with Disability),World Bank High Income,Self-harm by other specified means,Number,2023,179057.0881,241243.5779,129786.7861
All Population,YLDs (Years Lived with Disability),World Bank High Income,Self-harm by other specified means,Percent,2023,0.000832147,0.000966228,0.000731093
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Injuries,Number,2023,42002408.72,56372127.5,30939015.31
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Injuries,Percent,2023,0.118439535,0.132686559,0.103256759
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Transport injuries,Number,2023,4191060.142,5500760.01,3066834.743
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Transport injuries,Percent,2023,0.011813092,0.012724355,0.010719691
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Road injuries,Number,2023,3939888.968,5157028.4,2876151.508
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Road injuries,Percent,2023,0.011105136,0.012014313,0.010073351
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Pedestrian road injuries,Number,2023,1190229.365,1578256.036,852738.9429
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Pedestrian road injuries,Percent,2023,0.003354099,0.003779495,0.002955
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Cyclist road injuries,Number,2023,669172.3164,914053.0524,465619.565
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Cyclist road injuries,Percent,2023,0.001885688,0.002151677,0.00160963
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Motorcyclist road injuries,Number,2023,794721.8468,1059678.716,568203.4629
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Motorcyclist road injuries,Percent,2023,0.002240582,0.002560872,0.001951542
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Motor vehicle road injuries,Number,2023,1075612.921,1422266.598,747114.9732
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Motor vehicle road injuries,Percent,2023,0.003032096,0.003427141,0.002628998
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other road injuries,Number,2023,210152.5186,276079.943,147898.8537
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other road injuries,Percent,2023,0.00059267,0.000688695,0.000522932
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other transport injuries,Number,2023,251171.1738,343016.0561,183700.8258
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other transport injuries,Percent,2023,0.000707957,0.000838787,0.000623765
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Unintentional injuries,Number,2023,33635480.45,45873134.88,24124444.9
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Unintentional injuries,Percent,2023,0.094778944,0.107701945,0.080989313
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Falls,Number,2023,25032065.26,34084144.36,18020902.43
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Falls,Percent,2023,0.070553998,0.081236548,0.061011065
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Drowning,Number,2023,44142.44641,60731.39414,30967.00865
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Drowning,Percent,2023,0.000124308,0.000143124,0.000105724
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,"Fire, heat, and hot substances",Number,2023,1123169.82,1663080.288,757527.8592
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,"Fire, heat, and hot substances",Percent,2023,0.003163983,0.003973745,0.00250595
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisonings,Number,2023,114298.4968,157387.6708,75878.05124
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisonings,Percent,2023,0.000322117,0.000397159,0.000268688
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisoning by carbon monoxide,Number,2023,21864.46893,29480.83584,15234.93719
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisoning by carbon monoxide,Percent,2023,6.16E-05,7.54E-05,5.09E-05
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisoning by other means,Number,2023,92434.02785,127731.6417,60322.98137
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Poisoning by other means,Percent,2023,0.000260497,0.000329593,0.000209947
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Exposure to mechanical forces,Number,2023,2025386.507,2882002.231,1405451.612
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Exposure to mechanical forces,Percent,2023,0.005705932,0.007183324,0.004589302
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Unintentional firearm injuries,Number,2023,163938.7893,221718.3763,124505.8678
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Unintentional firearm injuries,Percent,2023,0.000462314,0.00053678,0.000405413
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other exposure to mechanical forces,Number,2023,1861447.717,2704333.029,1276160.125
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other exposure to mechanical forces,Percent,2023,0.005243618,0.006749302,0.00415263
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Adverse effects of medical treatment,Number,2023,20335.706,31583.7318,13270.29827
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Adverse effects of medical treatment,Percent,2023,5.72E-05,7.47E-05,4.22E-05
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Animal contact,Number,2023,148122.3089,215512.5187,100469.8408
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Animal contact,Percent,2023,0.000416865,0.000517659,0.000339049
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Venomous animal contact,Number,2023,63691.84866,88780.65738,41461.12776
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Venomous animal contact,Percent,2023,0.000179081,0.000214669,0.000146826
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Non-venomous animal contact,Number,2023,84430.46027,130050.7569,54144.04001
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Non-venomous animal contact,Percent,2023,0.000237784,0.000331812,0.000174094
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body,Number,2023,347525.5355,514036.6387,231055.7264
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body,Percent,2023,0.000978631,0.001272075,0.000735469
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Pulmonary aspiration and foreign body in airway,Number,2023,33539.61084,45157.96791,23437.78824
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Pulmonary aspiration and foreign body in airway,Percent,2023,9.46E-05,0.000109725,8.20E-05
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body in eyes,Number,2023,151466.7127,268673.4861,74395.91279
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body in eyes,Percent,2023,0.000425706,0.000721049,0.000226356
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body in other body part,Number,2023,162519.212,222333.8852,111244.3694
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Foreign body in other body part,Percent,2023,0.000458348,0.00054421,0.000377549
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other unintentional injuries,Number,2023,4404884.685,6546163.546,2961623.146
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Other unintentional injuries,Percent,2023,0.012393527,0.01595978,0.009388559
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm and interpersonal violence,Number,2023,4175868.131,5214723.634,3302943.572
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm and interpersonal violence,Percent,2023,0.011847498,0.013867003,0.010181252
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm,Number,2023,272639.0864,355368.6079,200944.7742
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm,Percent,2023,0.000768873,0.000860484,0.000695211
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm by firearm,Number,2023,11062.54122,15027.58824,7883.185673
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Self-harm by firearm,Percent,2023,3.12E-05,3.70E-05,2.61E-05
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Interpersonal violence,Number,2023,2978355.652,3687986.947,2298067.384
All Population,YLDs (Years Lived with Disability),World Bank Upper Middle Income,Interpersonal violence,Percent,2023,0.008444705,0.009869766,0.007240997
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Electrocution,Number,2023,35030.49354,47766.57108,24965.78489
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Electrocution,Percent,2023,0.000100507,0.000122521,8.42E-05
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Conflict and terrorism,Number,2023,558863.2971,838100.4679,366821.3097
All Population,YLDs (Years Lived with Disability),World Bank Lower Middle Income,Conflict and terrorism,Percent,2023,0.00161599,0.002469548,0.001058266
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Motorcyclist road injuries,Number,2023,53455.26547,69676.26061,38382.91013
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Motorcyclist road injuries,Percent,2023,0.000746398,0.000836827,0.000657974
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Motor vehicle road injuries,Number,2023,192772.5555,251194.6418,137119.0152
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Motor vehicle road injuries,Percent,2023,0.002691038,0.002974759,0.002390941
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other road injuries,Number,2023,29126.83091,38593.40816,20384.68715
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other road injuries,Percent,2023,0.000406653,0.000479819,0.000355505
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other transport injuries,Number,2023,30122.56558,40669.25915,21773.87585
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Other transport injuries,Percent,2023,0.000420729,0.000486387,0.000366988
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Unintentional injuries,Number,2023,2501030.556,3306272.598,1852796.599
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Unintentional injuries,Percent,2023,0.034919852,0.03891434,0.030561587
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Falls,Number,2023,1138425.752,1531559.217,830160.9482
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Falls,Percent,2023,0.01589999,0.018218441,0.013719493
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Drowning,Number,2023,5464.953999,7387.283157,3867.446456
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Drowning,Percent,2023,7.63E-05,8.78E-05,6.53E-05
All Population,YLDs (Years Lived with Disability),World Bank Low Income,"Fire, heat, and hot substances",Number,2023,382483.6084,497479.0191,285181.4029
All Population,YLDs (Years Lived with Disability),World Bank Low Income,"Fire, heat, and hot substances",Percent,2023,0.005346185,0.006081225,0.004684773
All Population,YLDs (Years Lived with Disability),World Bank Low Income,Poisonings,Number,2023,15153.33064,20319.31634,9899.11883
